Timestamp;Light Intensity;Temperature in Celsius;Temperature in Fahrenheit
2022-04-09 02:18:29;3.13;15.41;59.74
2022-04-09 02:18:35;3.27;15.3;59.55
2022-04-09 02:18:42;3.1;15.41;59.74
2022-04-09 02:18:48;3.22;15.76;60.36
2022-04-09 02:18:55;3.22;15.52;59.94
2022-04-09 02:19:01;3.2;15.43;59.78
2022-04-09 02:19:07;3.17;15.56;60.01
2022-04-09 02:19:14;3.47;15.61;60.09
2022-04-09 02:19:20;3.17;15.63;60.13
2022-04-09 02:19:27;3.2;15.48;59.86
2022-04-09 02:19:33;3.22;15.59;60.05
2022-04-09 02:19:39;3.27;15.65;60.17
2022-04-09 02:19:46;3.2;15.61;60.09
2022-04-09 02:19:52;3.2;15.71;60.29
2022-04-09 02:19:59;3.13;15.59;60.05
2022-04-09 02:20:05;3.2;15.52;59.94
2022-04-09 02:20:11;3.39;15.48;59.86
2022-04-09 02:20:18;3.34;15.69;60.25
2022-04-09 02:20:24;3.2;15.17;59.31
2022-04-09 02:20:31;3.22;15.28;59.51
2022-04-09 02:20:37;3.22;15.09;59.16
2022-04-09 02:20:43;3.32;15.07;59.12
2022-04-09 02:20:50;3.25;15.09;59.16
2022-04-09 02:20:56;3.15;15.11;59.2
2022-04-09 02:21:03;3.2;15.11;59.2
2022-04-09 02:21:09;3.42;15.09;59.16
2022-04-09 02:21:15;3.27;15.2;59.35
2022-04-09 02:21:22;3.37;15.05;59.08
2022-04-09 02:21:28;3.27;15.22;59.39
2022-04-09 02:21:35;3.2;15.24;59.43
2022-04-09 02:21:41;3.08;15.37;59.66
2022-04-09 02:21:47;3.17;15.52;59.94
2022-04-09 02:21:54;3.17;15.8;60.44
2022-04-09 02:22:00;3.34;15.52;59.94
2022-04-09 02:22:07;3.34;15.46;59.82
2022-04-09 02:22:13;3.2;15.37;59.66
2022-04-09 02:22:19;3.15;15.54;59.98
2022-04-09 02:22:26;3.22;15.3;59.55
2022-04-09 02:22:32;3.17;15.11;59.2
2022-04-09 02:22:39;3.17;15.22;59.39
2022-04-09 02:22:45;3.08;15.46;59.82
2022-04-09 02:22:52;3.22;15.28;59.51
2022-04-09 02:22:58;3.32;15.48;59.86
2022-04-09 02:23:04;3.3;15.59;60.05
2022-04-09 02:23:11;3.15;15.26;59.47
2022-04-09 02:23:17;3.27;15.24;59.43
2022-04-09 02:23:24;3.15;15.17;59.31
2022-04-09 02:23:30;3.2;15.26;59.47
2022-04-09 02:23:36;3.22;15.39;59.7
2022-04-09 02:23:43;3.32;15.54;59.98
2022-04-09 02:23:49;3.15;15.76;60.36
2022-04-09 02:23:56;3.2;15.46;59.82
2022-04-09 02:24:02;3.32;15.82;60.48
2022-04-09 02:24:08;3.22;15.59;60.05
2022-04-09 02:24:15;3.08;15.26;59.47
2022-04-09 02:24:21;3.22;15.3;59.55
2022-04-09 02:24:28;3.22;15.54;59.98
2022-04-09 02:24:34;3.2;16.08;60.95
2022-04-09 02:24:40;3.13;15.24;59.43
2022-04-09 02:24:47;3.17;15.28;59.51
2022-04-09 02:24:53;3.15;15.26;59.47
2022-04-09 02:25:00;3.34;15.35;59.63
2022-04-09 02:25:06;3.25;15.0;59.0
2022-04-09 02:25:12;3.32;15.05;59.08
2022-04-09 02:25:19;3.08;15.05;59.08
2022-04-09 02:25:25;3.2;15.22;59.39
2022-04-09 02:25:32;3.22;15.17;59.31
2022-04-09 02:25:38;3.17;15.09;59.16
2022-04-09 02:25:44;3.08;15.2;59.35
2022-04-09 02:25:51;3.03;14.92;58.85
2022-04-09 02:25:57;3.2;15.26;59.47
2022-04-09 02:26:04;3.15;15.24;59.43
2022-04-09 02:26:10;3.17;16.19;61.14
2022-04-09 02:26:16;3.13;15.35;59.63
2022-04-09 02:26:23;3.3;15.09;59.16
2022-04-09 02:26:29;3.17;15.05;59.08
2022-04-09 02:26:36;3.2;15.09;59.16
2022-04-09 02:26:42;3.32;15.28;59.51
2022-04-09 02:26:48;3.08;15.07;59.12
2022-04-09 02:26:55;3.25;15.41;59.74
2022-04-09 02:27:01;3.15;15.43;59.78
2022-04-09 02:27:08;3.15;15.65;60.17
2022-04-09 02:27:14;3.2;15.56;60.01
2022-04-09 02:27:20;3.25;15.3;59.55
2022-04-09 02:27:27;3.15;15.56;60.01
2022-04-09 02:27:33;3.17;15.46;59.82
2022-04-09 02:27:40;3.13;15.17;59.31
2022-04-09 02:27:46;3.27;15.11;59.2
2022-04-09 02:27:52;3.22;15.11;59.2
2022-04-09 02:27:59;3.37;15.24;59.43
2022-04-09 02:28:05;3.17;15.2;59.35
2022-04-09 02:28:12;3.05;15.22;59.39
2022-04-09 02:28:18;3.15;15.05;59.08
2022-04-09 02:28:24;3.2;15.2;59.35
2022-04-09 02:28:31;3.25;15.28;59.51
2022-04-09 02:28:37;3.3;15.37;59.66
2022-04-09 02:28:44;3.2;15.35;59.63
2022-04-09 02:28:50;3.17;15.5;59.9
2022-04-09 02:28:56;3.17;15.35;59.63
2022-04-09 02:29:03;3.25;15.17;59.31
2022-04-09 02:29:09;3.22;15.17;59.31
2022-04-09 02:29:16;3.17;15.2;59.35
2022-04-09 02:29:22;3.2;15.26;59.47
2022-04-09 02:29:28;3.37;15.0;59.0
2022-04-09 02:29:35;3.17;15.3;59.55
2022-04-09 02:29:41;3.15;15.17;59.31
2022-04-09 02:29:48;3.15;15.15;59.28
2022-04-09 02:29:54;3.2;15.22;59.39
2022-04-09 02:30:00;3.22;15.52;59.94
2022-04-09 02:30:07;3.3;15.52;59.94
2022-04-09 02:30:13;3.2;15.13;59.24
2022-04-09 02:30:20;3.34;15.28;59.51
2022-04-09 02:30:26;3.15;15.11;59.2
2022-04-09 02:30:33;3.03;15.3;59.55
2022-04-09 02:30:39;3.32;15.52;59.94
2022-04-09 02:30:45;3.34;15.22;59.39
2022-04-09 02:30:52;3.13;15.41;59.74
2022-04-09 02:30:58;3.34;15.26;59.47
2022-04-09 02:31:05;3.17;15.09;59.16
2022-04-09 02:31:11;3.17;15.2;59.35
2022-04-09 02:31:17;3.15;15.37;59.66
2022-04-09 02:31:24;3.22;15.37;59.66
2022-04-09 02:31:30;3.17;15.22;59.39
2022-04-09 02:31:37;3.17;15.69;60.25
2022-04-09 02:31:43;3.05;15.65;60.17
2022-04-09 02:31:49;3.22;15.65;60.17
2022-04-09 02:31:56;3.37;15.28;59.51
2022-04-09 02:32:02;3.22;16.3;61.33
2022-04-09 02:32:09;3.17;15.11;59.2
2022-04-09 02:32:15;3.22;15.54;59.98
2022-04-09 02:32:21;3.25;15.22;59.39
2022-04-09 02:32:28;3.13;15.09;59.16
2022-04-09 02:32:34;3.22;15.39;59.7
2022-04-09 02:32:41;3.17;14.94;58.89
2022-04-09 02:32:47;3.2;15.11;59.2
2022-04-09 02:32:53;3.22;15.17;59.31
2022-04-09 02:33:00;3.22;15.24;59.43
2022-04-09 02:33:06;3.22;15.0;59.0
2022-04-09 02:33:13;3.13;15.24;59.43
2022-04-09 02:33:19;3.17;15.17;59.31
2022-04-09 02:33:25;3.39;15.41;59.74
2022-04-09 02:33:32;3.22;15.37;59.66
2022-04-09 02:33:38;3.15;15.17;59.31
2022-04-09 02:33:45;3.15;15.48;59.86
2022-04-09 02:33:51;3.15;15.3;59.55
2022-04-09 02:33:57;3.22;15.63;60.13
2022-04-09 02:34:04;3.2;15.8;60.44
2022-04-09 02:34:10;3.17;15.52;59.94
2022-04-09 02:34:17;3.15;15.74;60.33
2022-04-09 02:34:23;3.22;15.24;59.43
2022-04-09 02:34:29;3.15;15.28;59.51
2022-04-09 02:34:36;3.2;15.28;59.51
2022-04-09 02:34:42;3.15;15.11;59.2
2022-04-09 02:34:49;3.15;15.3;59.55
2022-04-09 02:34:55;3.25;15.39;59.7
2022-04-09 02:35:01;3.15;15.17;59.31
2022-04-09 02:35:08;3.22;15.35;59.63
2022-04-09 02:35:14;3.17;15.41;59.74
2022-04-09 02:35:21;3.2;15.63;60.13
2022-04-09 02:35:27;3.15;15.37;59.66
2022-04-09 02:35:33;3.25;15.26;59.47
2022-04-09 02:35:40;3.22;15.24;59.43
2022-04-09 02:35:46;3.15;15.07;59.12
2022-04-09 02:35:53;3.22;15.02;59.04
2022-04-09 02:35:59;3.34;15.11;59.2
2022-04-09 02:36:05;3.2;15.13;59.24
2022-04-09 02:36:12;3.44;15.07;59.12
2022-04-09 02:36:18;3.05;15.11;59.2
2022-04-09 02:36:25;3.37;15.46;59.82
2022-04-09 02:36:31;3.2;15.17;59.31
2022-04-09 02:36:37;3.17;15.39;59.7
2022-04-09 02:36:44;3.2;15.09;59.16
2022-04-09 02:36:50;3.17;15.0;59.0
2022-04-09 02:36:57;3.27;15.26;59.47
2022-04-09 02:37:03;3.2;15.35;59.63
2022-04-09 02:37:09;3.13;15.41;59.74
2022-04-09 02:37:16;3.32;15.28;59.51
2022-04-09 02:37:22;3.22;15.39;59.7
2022-04-09 02:37:29;3.17;15.5;59.9
2022-04-09 02:37:35;3.25;15.33;59.59
2022-04-09 02:37:41;3.17;15.78;60.4
2022-04-09 02:37:48;3.22;15.39;59.7
2022-04-09 02:37:54;3.25;14.42;57.95
2022-04-09 02:38:01;3.34;15.15;59.28
2022-04-09 02:38:07;3.25;15.33;59.59
2022-04-09 02:38:14;3.17;15.48;59.86
2022-04-09 02:38:20;3.13;15.69;60.25
2022-04-09 02:38:26;3.13;15.48;59.86
2022-04-09 02:38:33;3.25;15.41;59.74
2022-04-09 02:38:39;3.22;15.37;59.66
2022-04-09 02:38:46;3.22;15.48;59.86
2022-04-09 02:38:52;3.08;15.09;59.16
2022-04-09 02:38:58;3.15;15.28;59.51
2022-04-09 02:39:05;3.22;15.24;59.43
2022-04-09 02:39:11;3.17;15.11;59.2
2022-04-09 02:39:18;3.2;15.07;59.12
2022-04-09 02:39:24;3.25;15.26;59.47
2022-04-09 02:39:30;3.25;15.09;59.16
2022-04-09 02:39:37;3.2;15.39;59.7
2022-04-09 02:39:43;3.08;14.53;58.15
2022-04-09 02:39:50;3.15;15.22;59.39
2022-04-09 02:39:56;3.15;15.0;59.0
2022-04-09 02:40:02;3.13;15.24;59.43
2022-04-09 02:40:09;3.25;15.05;59.08
2022-04-09 02:40:15;3.39;14.94;58.89
2022-04-09 02:40:22;3.47;15.02;59.04
2022-04-09 02:40:28;3.39;14.92;58.85
2022-04-09 02:40:34;3.17;15.28;59.51
2022-04-09 02:40:41;3.2;15.26;59.47
2022-04-09 02:40:47;3.25;15.43;59.78
2022-04-09 02:40:54;3.32;15.3;59.55
2022-04-09 02:41:00;3.13;15.3;59.55
2022-04-09 02:41:06;3.15;15.05;59.08
2022-04-09 02:41:13;3.13;15.22;59.39
2022-04-09 02:41:19;3.3;15.13;59.24
2022-04-09 02:41:26;3.22;15.28;59.51
2022-04-09 02:41:32;3.2;15.35;59.63
2022-04-09 02:41:38;3.0;15.39;59.7
2022-04-09 02:41:45;3.15;15.28;59.51
2022-04-09 02:41:51;3.2;15.22;59.39
2022-04-09 02:41:58;3.13;15.63;60.13
2022-04-09 02:42:04;3.17;15.3;59.55
2022-04-09 02:42:10;3.22;15.28;59.51
2022-04-09 02:42:17;3.2;15.28;59.51
2022-04-09 02:42:23;3.08;15.26;59.47
2022-04-09 02:42:30;3.22;15.15;59.28
2022-04-09 02:42:36;3.13;15.35;59.63
2022-04-09 02:42:42;3.0;15.37;59.66
2022-04-09 02:42:49;3.27;15.69;60.25
2022-04-09 02:42:55;3.54;15.48;59.86
2022-04-09 02:43:02;3.05;15.26;59.47
2022-04-09 02:43:08;3.13;15.35;59.63
2022-04-09 02:43:14;3.27;14.94;58.89
2022-04-09 02:43:21;3.22;15.41;59.74
2022-04-09 02:43:27;3.15;15.15;59.28
2022-04-09 02:43:34;3.17;15.09;59.16
2022-04-09 02:43:40;3.15;15.3;59.55
2022-04-09 02:43:46;3.22;15.69;60.25
2022-04-09 02:43:53;3.25;15.22;59.39
2022-04-09 02:43:59;3.32;15.41;59.74
2022-04-09 02:44:06;3.17;15.17;59.31
2022-04-09 02:44:12;3.2;15.41;59.74
2022-04-09 02:44:18;3.22;15.39;59.7
2022-04-09 02:44:25;3.13;15.69;60.25
2022-04-09 02:44:31;3.2;15.37;59.66
2022-04-09 02:44:38;3.05;15.22;59.39
2022-04-09 02:44:44;3.22;15.41;59.74
2022-04-09 02:44:50;3.2;15.15;59.28
2022-04-09 02:44:57;3.13;15.26;59.47
2022-04-09 02:45:03;3.39;15.17;59.31
2022-04-09 02:45:10;3.25;15.24;59.43
2022-04-09 02:45:16;3.22;14.94;58.89
2022-04-09 02:45:23;3.22;15.15;59.28
2022-04-09 02:45:29;3.22;15.07;59.12
2022-04-09 02:45:35;3.27;15.17;59.31
2022-04-09 02:45:42;3.27;15.15;59.28
2022-04-09 02:45:48;3.34;15.2;59.35
2022-04-09 02:45:55;3.17;15.52;59.94
2022-04-09 02:46:01;3.22;15.61;60.09
2022-04-09 02:46:07;3.25;15.39;59.7
2022-04-09 02:46:14;3.22;15.39;59.7
2022-04-09 02:46:20;3.27;15.65;60.17
2022-04-09 02:46:27;3.22;15.71;60.29
2022-04-09 02:46:33;3.27;15.28;59.51
2022-04-09 02:46:39;3.22;15.35;59.63
2022-04-09 02:46:46;3.25;15.26;59.47
2022-04-09 02:46:52;3.2;15.43;59.78
2022-04-09 02:46:59;3.25;15.07;59.12
2022-04-09 02:47:05;3.1;14.98;58.96
2022-04-09 02:47:11;3.22;15.09;59.16
2022-04-09 02:47:18;3.2;15.54;59.98
2022-04-09 02:47:24;3.17;15.24;59.43
2022-04-09 02:47:31;3.37;15.13;59.24
2022-04-09 02:47:37;3.22;15.11;59.2
2022-04-09 02:47:43;3.32;15.52;59.94
2022-04-09 02:47:50;3.2;15.39;59.7
2022-04-09 02:47:56;3.17;15.2;59.35
2022-04-09 02:48:03;3.22;15.52;59.94
2022-04-09 02:48:09;3.15;15.39;59.7
2022-04-09 02:48:15;3.32;15.41;59.74
2022-04-09 02:48:22;3.27;15.15;59.28
2022-04-09 02:48:28;3.2;15.07;59.12
2022-04-09 02:48:35;3.13;14.96;58.93
2022-04-09 02:48:41;3.32;15.05;59.08
2022-04-09 02:48:47;3.22;15.28;59.51
2022-04-09 02:48:54;3.27;15.17;59.31
2022-04-09 02:49:00;3.25;15.39;59.7
2022-04-09 02:49:07;3.22;15.41;59.74
2022-04-09 02:49:13;3.05;15.22;59.39
2022-04-09 02:49:19;3.22;15.15;59.28
2022-04-09 02:49:26;3.25;15.24;59.43
2022-04-09 02:49:32;3.37;15.17;59.31
2022-04-09 02:49:39;3.25;16.25;61.26
2022-04-09 02:49:45;3.34;15.22;59.39
2022-04-09 02:49:51;3.13;15.22;59.39
2022-04-09 02:49:58;3.25;15.24;59.43
2022-04-09 02:50:04;3.22;15.52;59.94
2022-04-09 02:50:11;3.17;15.28;59.51
2022-04-09 02:50:17;3.13;15.46;59.82
2022-04-09 02:50:23;3.22;15.24;59.43
2022-04-09 02:50:30;3.13;15.3;59.55
2022-04-09 02:50:36;3.42;15.17;59.31
2022-04-09 02:50:43;3.44;15.52;59.94
2022-04-09 02:50:49;3.34;15.43;59.78
2022-04-09 02:50:55;3.25;15.54;59.98
2022-04-09 02:51:02;3.27;15.93;60.67
2022-04-09 02:51:08;3.22;15.71;60.29
2022-04-09 02:51:15;3.27;15.65;60.17
2022-04-09 02:51:21;3.34;15.35;59.63
2022-04-09 02:51:27;3.15;16.25;61.26
2022-04-09 02:51:34;3.25;15.39;59.7
2022-04-09 02:51:40;3.17;15.09;59.16
2022-04-09 02:51:47;3.2;15.0;59.0
2022-04-09 02:51:53;3.15;15.28;59.51
2022-04-09 02:51:59;3.17;15.2;59.35
2022-04-09 02:52:06;3.34;15.11;59.2
2022-04-09 02:52:12;3.22;15.26;59.47
2022-04-09 02:52:19;3.22;15.17;59.31
2022-04-09 02:52:25;3.15;15.17;59.31
2022-04-09 02:52:31;3.15;15.28;59.51
2022-04-09 02:52:38;3.17;15.24;59.43
2022-04-09 02:52:44;3.17;15.26;59.47
2022-04-09 02:52:51;3.25;15.22;59.39
2022-04-09 02:52:57;3.13;15.61;60.09
2022-04-09 02:53:04;3.27;15.69;60.25
2022-04-09 02:53:10;3.2;15.54;59.98
2022-04-09 02:53:16;3.15;15.3;59.55
2022-04-09 02:53:23;3.13;15.63;60.13
2022-04-09 02:53:29;3.22;15.59;60.05
2022-04-09 02:53:36;3.27;15.28;59.51
2022-04-09 02:53:42;3.22;15.35;59.63
2022-04-09 02:53:48;3.25;15.07;59.12
2022-04-09 02:53:55;3.2;15.09;59.16
2022-04-09 02:54:01;3.22;15.02;59.04
2022-04-09 02:54:08;3.32;15.15;59.28
2022-04-09 02:54:14;3.27;15.52;59.94
2022-04-09 02:54:20;3.2;15.56;60.01
2022-04-09 02:54:27;3.32;15.61;60.09
2022-04-09 02:54:33;3.15;15.52;59.94
2022-04-09 02:54:40;3.37;15.63;60.13
2022-04-09 02:54:46;3.22;15.65;60.17
2022-04-09 02:54:52;3.22;15.69;60.25
2022-04-09 02:54:59;3.22;15.78;60.4
2022-04-09 02:55:05;3.2;15.65;60.17
2022-04-09 02:55:12;3.25;15.69;60.25
2022-04-09 02:55:18;3.17;15.52;59.94
2022-04-09 02:55:24;3.37;15.28;59.51
2022-04-09 02:55:31;3.2;15.52;59.94
2022-04-09 02:55:37;3.32;15.56;60.01
2022-04-09 02:55:44;3.15;15.87;60.56
2022-04-09 02:55:50;3.17;15.52;59.94
2022-04-09 02:55:56;3.13;15.52;59.94
2022-04-09 02:56:03;3.25;15.41;59.74
2022-04-09 02:56:09;3.25;15.39;59.7
2022-04-09 02:56:16;3.2;15.17;59.31
2022-04-09 02:56:22;3.37;15.09;59.16
2022-04-09 02:56:28;3.15;15.28;59.51
2022-04-09 02:56:35;3.25;15.24;59.43
2022-04-09 02:56:41;3.42;15.0;59.0
2022-04-09 02:56:48;3.27;15.89;60.6
2022-04-09 02:56:54;3.32;15.05;59.08
2022-04-09 02:57:00;3.27;14.94;58.89
2022-04-09 02:57:07;3.2;15.09;59.16
2022-04-09 02:57:13;3.39;15.17;59.31
2022-04-09 02:57:20;3.32;15.35;59.63
2022-04-09 02:57:26;3.15;15.15;59.28
2022-04-09 02:57:32;3.2;15.07;59.12
2022-04-09 02:57:39;3.08;15.07;59.12
2022-04-09 02:57:45;3.27;15.39;59.7
2022-04-09 02:57:52;3.17;15.35;59.63
2022-04-09 02:57:58;3.22;15.56;60.01
2022-04-09 02:58:04;3.15;15.59;60.05
2022-04-09 02:58:11;3.25;15.59;60.05
2022-04-09 02:58:17;3.39;15.56;60.01
2022-04-09 02:58:24;3.15;15.8;60.44
2022-04-09 02:58:30;3.25;15.43;59.78
2022-04-09 02:58:36;3.15;15.43;59.78
2022-04-09 02:58:43;3.37;15.39;59.7
2022-04-09 02:58:49;3.15;15.43;59.78
2022-04-09 02:58:56;3.2;15.28;59.51
2022-04-09 02:59:02;3.27;15.3;59.55
2022-04-09 02:59:08;3.25;16.17;61.1
2022-04-09 02:59:15;3.17;15.48;59.86
2022-04-09 02:59:21;3.2;15.48;59.86
2022-04-09 02:59:28;3.2;15.2;59.35
2022-04-09 02:59:34;3.13;15.3;59.55
2022-04-09 02:59:40;3.42;15.56;60.01
2022-04-09 02:59:47;3.17;15.37;59.66
2022-04-09 02:59:53;3.25;15.82;60.48
2022-04-09 03:00:00;3.25;15.54;59.98
2022-04-09 03:00:06;3.22;15.63;60.13
2022-04-09 03:00:12;3.2;15.61;60.09
2022-04-09 03:00:19;3.2;15.3;59.55
2022-04-09 03:00:25;3.39;15.74;60.33
2022-04-09 03:00:32;3.27;15.87;60.56
2022-04-09 03:00:38;3.27;15.93;60.67
2022-04-09 03:00:45;3.39;15.59;60.05
2022-04-09 03:00:51;3.08;15.91;60.64
2022-04-09 03:00:57;3.27;15.56;60.01
2022-04-09 03:01:04;3.32;15.54;59.98
2022-04-09 03:01:10;3.17;15.28;59.51
2022-04-09 03:01:17;3.22;15.11;59.2
2022-04-09 03:01:23;3.44;15.07;59.12
2022-04-09 03:01:29;3.2;15.15;59.28
2022-04-09 03:01:36;3.34;15.43;59.78
2022-04-09 03:01:42;3.27;15.35;59.63
2022-04-09 03:01:49;3.2;15.43;59.78
2022-04-09 03:01:55;3.25;15.24;59.43
2022-04-09 03:02:01;3.2;15.61;60.09
2022-04-09 03:02:08;3.54;15.61;60.09
2022-04-09 03:02:14;3.25;15.37;59.66
2022-04-09 03:02:21;3.42;15.48;59.86
2022-04-09 03:02:27;3.2;15.54;59.98
2022-04-09 03:02:33;3.27;15.24;59.43
2022-04-09 03:02:40;3.25;15.61;60.09
2022-04-09 03:02:46;3.17;15.65;60.17
2022-04-09 03:02:53;3.17;15.43;59.78
2022-04-09 03:02:59;3.3;15.52;59.94
2022-04-09 03:03:05;3.15;15.39;59.7
2022-04-09 03:03:12;3.2;15.54;59.98
2022-04-09 03:03:18;3.25;15.48;59.86
2022-04-09 03:03:25;3.22;15.61;60.09
2022-04-09 03:03:31;3.2;15.46;59.82
2022-04-09 03:03:37;3.22;15.59;60.05
2022-04-09 03:03:44;3.22;15.54;59.98
2022-04-09 03:03:50;3.39;15.26;59.47
2022-04-09 03:03:57;3.22;15.35;59.63
2022-04-09 03:04:03;3.34;15.22;59.39
2022-04-09 03:04:09;3.25;15.46;59.82
2022-04-09 03:04:16;3.37;15.28;59.51
2022-04-09 03:04:22;3.22;15.46;59.82
2022-04-09 03:04:29;3.25;15.07;59.12
2022-04-09 03:04:35;3.32;15.09;59.16
2022-04-09 03:04:41;3.25;15.11;59.2
2022-04-09 03:04:48;3.22;15.37;59.66
2022-04-09 03:04:54;3.52;15.46;59.82
2022-04-09 03:05:01;3.34;15.39;59.7
2022-04-09 03:05:07;3.32;15.3;59.55
2022-04-09 03:05:13;3.25;15.37;59.66
2022-04-09 03:05:20;3.25;15.52;59.94
2022-04-09 03:05:26;3.49;15.35;59.63
2022-04-09 03:05:33;3.27;15.24;59.43
2022-04-09 03:05:39;3.2;15.54;59.98
2022-04-09 03:05:45;3.22;15.28;59.51
2022-04-09 03:05:52;3.17;15.35;59.63
2022-04-09 03:05:58;3.27;15.05;59.08
2022-04-09 03:06:05;3.2;15.43;59.78
2022-04-09 03:06:11;3.17;15.3;59.55
2022-04-09 03:06:17;3.25;15.37;59.66
2022-04-09 03:06:24;3.39;15.3;59.55
2022-04-09 03:06:30;3.25;15.24;59.43
2022-04-09 03:06:37;3.25;15.2;59.35
2022-04-09 03:06:43;3.17;15.43;59.78
2022-04-09 03:06:49;3.32;16.23;61.22
2022-04-09 03:06:56;3.37;15.35;59.63
2022-04-09 03:07:02;3.32;15.22;59.39
2022-04-09 03:07:09;3.08;15.11;59.2
2022-04-09 03:07:15;3.22;15.17;59.31
2022-04-09 03:07:21;3.25;15.22;59.39
2022-04-09 03:07:28;3.13;15.2;59.35
2022-04-09 03:07:34;3.22;15.11;59.2
2022-04-09 03:07:41;3.32;15.17;59.31
2022-04-09 03:07:47;3.2;15.26;59.47
2022-04-09 03:07:54;3.27;15.39;59.7
2022-04-09 03:08:00;3.17;15.69;60.25
2022-04-09 03:08:06;3.22;15.56;60.01
2022-04-09 03:08:13;3.25;15.59;60.05
2022-04-09 03:08:19;3.22;15.17;59.31
2022-04-09 03:08:26;3.15;15.43;59.78
2022-04-09 03:08:32;3.39;15.2;59.35
2022-04-09 03:08:38;3.22;15.11;59.2
2022-04-09 03:08:45;3.25;15.17;59.31
2022-04-09 03:08:51;3.22;15.13;59.24
2022-04-09 03:08:58;3.42;15.17;59.31
2022-04-09 03:09:04;3.13;15.52;59.94
2022-04-09 03:09:10;3.37;15.35;59.63
2022-04-09 03:09:17;3.25;15.56;60.01
2022-04-09 03:09:23;3.39;15.54;59.98
2022-04-09 03:09:30;3.32;15.26;59.47
2022-04-09 03:09:36;3.39;15.24;59.43
2022-04-09 03:09:42;3.15;15.11;59.2
2022-04-09 03:09:49;3.27;15.26;59.47
2022-04-09 03:09:55;3.25;15.09;59.16
2022-04-09 03:10:02;3.44;15.46;59.82
2022-04-09 03:10:08;3.27;15.54;59.98
2022-04-09 03:10:14;3.27;15.61;60.09
2022-04-09 03:10:21;3.13;15.13;59.24
2022-04-09 03:10:27;3.15;15.3;59.55
2022-04-09 03:10:34;3.2;15.15;59.28
2022-04-09 03:10:40;3.25;15.02;59.04
2022-04-09 03:10:46;3.22;15.0;59.0
2022-04-09 03:10:53;3.13;15.39;59.7
2022-04-09 03:10:59;3.22;15.09;59.16
2022-04-09 03:11:06;3.22;16.08;60.95
2022-04-09 03:11:12;3.2;15.09;59.16
2022-04-09 03:11:18;3.25;15.15;59.28
2022-04-09 03:11:25;3.37;15.33;59.59
2022-04-09 03:11:31;3.27;15.48;59.86
2022-04-09 03:11:38;3.17;15.46;59.82
2022-04-09 03:11:44;3.15;15.48;59.86
2022-04-09 03:11:50;3.25;15.35;59.63
2022-04-09 03:11:57;3.3;15.46;59.82
2022-04-09 03:12:03;3.27;15.52;59.94
2022-04-09 03:12:10;3.27;15.17;59.31
2022-04-09 03:12:16;3.32;15.13;59.24
2022-04-09 03:12:22;3.27;15.22;59.39
2022-04-09 03:12:29;3.34;15.39;59.7
2022-04-09 03:12:35;3.22;15.24;59.43
2022-04-09 03:12:42;3.32;15.28;59.51
2022-04-09 03:12:48;3.08;15.37;59.66
2022-04-09 03:12:54;3.27;15.17;59.31
2022-04-09 03:13:01;3.27;15.37;59.66
2022-04-09 03:13:07;3.22;15.0;59.0
2022-04-09 03:13:14;3.27;14.89;58.81
2022-04-09 03:13:20;3.25;15.05;59.08
2022-04-09 03:13:26;3.27;14.87;58.77
2022-04-09 03:13:33;3.25;15.3;59.55
2022-04-09 03:13:39;3.17;15.22;59.39
2022-04-09 03:13:46;3.22;15.2;59.35
2022-04-09 03:13:52;3.17;15.13;59.24
2022-04-09 03:13:58;3.2;15.13;59.24
2022-04-09 03:14:05;3.22;15.37;59.66
2022-04-09 03:14:11;3.25;15.28;59.51
2022-04-09 03:14:18;3.25;15.22;59.39
2022-04-09 03:14:24;3.17;15.48;59.86
2022-04-09 03:14:30;3.22;15.61;60.09
2022-04-09 03:14:37;3.17;15.65;60.17
2022-04-09 03:14:43;3.25;15.3;59.55
2022-04-09 03:14:50;3.25;15.11;59.2
2022-04-09 03:14:56;3.22;15.65;60.17
2022-04-09 03:15:02;3.2;15.61;60.09
2022-04-09 03:15:09;3.34;15.26;59.47
2022-04-09 03:15:15;3.2;15.3;59.55
2022-04-09 03:15:22;3.34;15.74;60.33
2022-04-09 03:15:28;3.22;15.76;60.36
2022-04-09 03:15:34;3.22;15.87;60.56
2022-04-09 03:15:41;3.15;15.63;60.13
2022-04-09 03:15:47;3.17;15.46;59.82
2022-04-09 03:15:54;3.2;15.3;59.55
2022-04-09 03:16:00;3.25;15.2;59.35
2022-04-09 03:16:07;3.15;15.26;59.47
2022-04-09 03:16:13;3.27;15.17;59.31
2022-04-09 03:16:19;3.15;15.28;59.51
2022-04-09 03:16:26;3.2;15.35;59.63
2022-04-09 03:16:32;3.37;15.24;59.43
2022-04-09 03:16:39;3.39;15.61;60.09
2022-04-09 03:16:45;3.2;15.48;59.86
2022-04-09 03:16:51;3.22;15.43;59.78
2022-04-09 03:16:58;3.2;15.22;59.39
2022-04-09 03:17:04;3.25;15.13;59.24
2022-04-09 03:17:11;3.1;15.26;59.47
2022-04-09 03:17:17;3.25;14.98;58.96
2022-04-09 03:17:23;3.22;15.43;59.78
2022-04-09 03:17:30;3.27;15.24;59.43
2022-04-09 03:17:36;3.22;16.17;61.1
2022-04-09 03:17:43;3.32;15.09;59.16
2022-04-09 03:17:49;3.17;14.96;58.93
2022-04-09 03:17:55;3.25;15.28;59.51
